,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,label
1090,1.0,2.0,3.0,36,0,1,1,3,1,2,6,1,28380,1.0,19,5.0,5,0,2,1,3,0
1091,1.0,4.0,2.0,34,2,2,2,3,1,4,0,2,46950,1.0,16,14.0,14,2,1,3,3,0
1092,4.0,3.0,2.0,34,2,1,19,3,0,1,5,0,33390,1.0,16,9.0,8,1,1,2,3,0
1093,3.0,1.0,2.0,26,2,1,2,2,1,2,6,2,20800,0.0,13,8.0,7,7,6,4,3,0
1094,1.0,1.0,2.0,29,2,1,2,4,1,2,2,1,20960,0.0,22,6.0,5,0,2,4,4,0
1095,3.0,4.0,3.0,32,0,1,3,1,1,3,3,0,62090,5.0,17,9.0,5,1,2,4,3,0
1096,4.0,1.0,3.0,31,1,1,25,5,0,2,1,1,180610,1.0,14,10.0,10,8,7,3,3,0
1097,3.0,4.0,2.0,28,2,2,7,5,0,2,8,0,171230,5.0,15,6.0,4,0,3,2,3,1
1098,1.0,1.0,2.0,38,2,1,9,2,1,3,8,2,23720,4.0,12,20.0,1,0,0,2,3,0
1099,3.0,4.0,3.0,35,2,1,5,3,1,2,8,1,48830,1.0,18,10.0,10,0,9,1,3,0
1100,4.0,4.0,3.0,27,2,2,2,3,0,1,3,2,39040,1.0,15,7.0,7,0,7,3,3,0
1101,4.0,4.0,3.0,32,2,1,8,1,0,2,6,2,46270,8.0,17,8.0,1,0,0,2,3,0
1102,1.0,4.0,3.0,31,1,1,2,1,1,3,7,1,70940,1.0,14,10.0,10,0,8,3,3,1
1103,1.0,1.0,2.0,53,2,1,18,3,1,1,6,2,34230,6.0,15,15.0,2,2,2,3,3,1
1104,1.0,3.0,2.0,54,2,1,14,3,1,3,6,1,66740,3.0,17,9.0,4,2,3,3,3,0
1105,4.0,3.0,3.0,33,1,1,2,4,0,4,7,0,168800,1.0,14,9.0,9,2,8,3,3,0
1106,1.0,3.0,3.0,43,2,1,3,3,1,1,6,1,90940,1.0,12,10.0,10,0,9,3,3,0
1107,4.0,2.0,3.0,38,1,1,2,5,0,4,7,1,84460,0.0,14,7.0,6,1,2,2,3,0
1108,3.0,2.0,3.0,55,2,2,9,3,1,2,2,1,119160,4.0,15,35.0,10,1,4,2,3,0
1109,4.0,4.0,3.0,31,2,2,6,3,1,1,4,0,45340,1.0,13,1.0,1,0,0,3,3,0
1110,2.0,1.0,3.0,39,2,1,4,3,1,2,7,2,98520,0.0,12,21.0,20,11,10,2,3,0
1111,4.0,3.0,3.0,42,0,1,10,4,0,2,6,2,61510,1.0,13,20.0,20,3,7,3,3,0
1112,3.0,3.0,4.0,31,0,1,14,2,1,2,0,1,23020,4.0,14,13.0,11,4,8,3,3,0
1113,3.0,1.0,3.0,54,2,1,1,3,0,2,1,2,23620,6.0,13,9.0,5,1,4,4,3,0
1114,2.0,3.0,2.0,24,2,1,5,4,1,1,4,2,178610,1.0,11,4.0,4,1,2,1,3,0
1115,4.0,4.0,4.0,23,2,1,7,3,1,2,6,2,191870,1.0,11,5.0,5,1,4,3,3,0
1116,4.0,3.0,4.0,40,1,1,21,3,0,3,6,1,197170,1.0,21,10.0,10,9,4,2,4,0
1117,2.0,2.0,3.0,40,2,1,8,1,0,5,6,1,35440,3.0,18,15.0,11,5,10,2,3,0
1118,3.0,2.0,3.0,25,2,2,20,5,0,2,2,1,85000,4.0,12,6.0,2,1,2,3,3,0
1119,4.0,2.0,2.0,30,2,0,20,4,1,2,6,1,46610,1.0,11,12.0,12,1,7,2,3,0
1120,4.0,3.0,2.0,25,2,1,7,2,1,5,7,0,41030,6.0,15,7.0,2,0,2,3,3,0
1121,1.0,3.0,3.0,47,2,1,1,4,1,2,7,2,42490,2.0,13,25.0,17,12,11,2,3,0
1122,2.0,3.0,2.0,33,0,1,1,3,1,2,6,0,140260,1.0,12,1.0,1,0,0,3,3,0
1123,4.0,2.0,3.0,38,2,1,19,3,0,2,7,1,68930,0.0,17,16.0,15,5,8,3,3,0
1124,1.0,3.0,3.0,31,2,1,10,4,0,3,7,1,61250,0.0,13,3.0,2,1,2,3,3,0
1125,1.0,3.0,3.0,38,1,1,1,4,1,2,6,1,36690,2.0,19,10.0,8,7,7,3,3,0
1126,4.0,1.0,2.0,42,2,1,6,3,1,2,2,0,100080,6.0,19,9.0,4,1,2,1,3,0
1127,4.0,4.0,3.0,41,2,2,2,2,1,1,0,1,23870,3.0,17,12.0,5,1,0,1,3,0
1128,3.0,2.0,1.0,47,0,1,21,2,1,1,7,1,46390,0.0,11,14.0,13,5,12,2,3,0
1129,4.0,3.0,3.0,35,2,1,4,3,1,2,0,1,78980,7.0,15,5.0,2,2,2,2,3,0
1130,4.0,3.0,4.0,22,2,0,12,1,1,2,7,2,25340,0.0,11,4.0,3,1,2,3,3,0
1131,2.0,3.0,3.0,35,2,1,9,3,0,2,7,2,131420,1.0,25,10.0,10,0,8,3,4,0
1132,2.0,4.0,3.0,33,2,2,3,4,1,3,0,1,16110,0.0,14,10.0,9,8,1,2,3,0
1133,3.0,2.0,3.0,32,2,1,3,2,1,3,4,2,53630,1.0,13,6.0,6,4,1,3,3,0
1134,1.0,4.0,2.0,40,2,1,1,4,1,2,5,1,50710,8.0,17,8.0,1,0,0,2,3,0
1135,2.0,2.0,3.0,32,2,1,1,2,1,3,7,1,136950,0.0,13,3.0,2,2,2,3,3,0
1136,1.0,4.0,3.0,39,2,1,4,4,1,1,7,2,134020,7.0,14,18.0,7,1,7,3,3,0
1137,2.0,3.0,3.0,38,2,2,20,4,0,2,5,1,20290,3.0,11,20.0,18,1,11,2,3,0
1138,3.0,4.0,3.0,32,2,1,18,3,1,2,3,1,63770,1.0,12,14.0,14,5,7,3,3,0
1139,3.0,4.0,3.0,37,2,1,1,3,0,4,7,1,54290,1.0,17,16.0,16,6,8,3,3,0
1140,1.0,3.0,2.0,25,2,1,2,4,0,2,4,0,27850,0.0,21,6.0,5,0,4,3,4,0
1141,1.0,4.0,2.0,52,0,1,2,4,1,1,3,0,46140,2.0,16,16.0,9,0,0,3,3,0
1142,2.0,4.0,3.0,44,2,1,8,1,0,1,8,2,26100,6.0,15,6.0,4,1,2,3,3,0
1143,3.0,1.0,3.0,21,2,2,10,5,1,3,6,2,66870,1.0,19,2.0,2,1,2,3,3,0
1144,4.0,4.0,2.0,39,0,1,3,4,0,2,5,2,47240,2.0,12,21.0,6,1,3,4,3,0
1145,4.0,1.0,2.0,23,1,1,2,4,0,2,4,1,61790,1.0,11,1.0,1,1,0,3,3,1
1146,1.0,4.0,3.0,36,2,1,24,3,0,2,2,1,61200,0.0,19,10.0,9,3,4,3,3,0
1147,4.0,2.0,3.0,36,1,1,16,1,1,2,7,0,105960,7.0,15,18.0,4,0,2,2,3,0
1148,3.0,3.0,2.0,56,0,1,8,1,1,1,7,0,54670,1.0,20,13.0,13,1,9,2,4,0
1149,1.0,4.0,4.0,29,2,1,9,4,1,2,8,1,29960,9.0,25,4.0,2,2,2,3,4,1
1150,1.0,3.0,2.0,42,2,1,17,1,1,3,6,1,99980,5.0,24,24.0,22,4,14,2,4,0
1151,4.0,3.0,1.0,56,2,2,10,4,1,2,7,1,40780,8.0,24,14.0,10,9,8,3,4,1
1152,1.0,2.0,3.0,41,2,1,13,4,0,1,0,1,109200,0.0,15,21.0,20,0,10,4,3,0
1153,4.0,3.0,3.0,34,2,2,1,3,0,1,2,1,62320,1.0,13,8.0,8,1,7,3,3,0
1154,4.0,4.0,2.0,36,0,2,1,1,0,1,1,0,132470,1.0,14,15.0,15,11,11,3,3,0
1155,3.0,2.0,3.0,41,2,1,1,5,1,1,0,0,40810,2.0,13,14.0,5,0,4,3,3,0
1156,4.0,1.0,3.0,32,2,2,9,4,0,2,6,2,57690,1.0,11,4.0,4,1,2,3,3,0
1157,3.0,4.0,3.0,35,2,1,16,3,0,2,0,2,23940,1.0,16,9.0,9,1,7,3,3,0
1158,1.0,4.0,3.0,38,2,1,23,3,1,3,8,1,39040,1.0,22,10.0,10,1,9,2,4,0
1159,2.0,3.0,3.0,50,1,2,4,2,0,2,2,0,167990,7.0,14,12.0,6,0,1,2,3,1
1160,4.0,3.0,3.0,45,2,2,24,3,1,1,2,2,36290,8.0,16,8.0,5,0,1,4,3,0
1161,3.0,3.0,4.0,35,1,2,7,2,1,2,4,1,32290,1.0,25,10.0,10,0,2,2,4,0
1162,3.0,3.0,3.0,40,2,1,17,4,1,1,3,1,35780,2.0,14,20.0,5,0,2,3,3,0
1163,3.0,4.0,3.0,35,2,0,14,1,1,2,6,1,79880,1.0,18,4.0,4,1,1,3,3,0
1164,4.0,2.0,3.0,29,2,1,1,3,1,3,7,1,42840,4.0,11,10.0,4,0,3,2,3,0
1165,4.0,1.0,1.0,29,2,1,5,3,1,2,8,2,75530,1.0,19,5.0,5,0,4,3,3,0
1166,4.0,1.0,3.0,50,2,1,17,3,1,1,6,0,173280,4.0,15,20.0,3,2,0,3,3,1
1167,2.0,4.0,2.0,39,2,2,25,3,1,2,7,1,197010,0.0,11,21.0,20,9,6,4,3,0
1168,2.0,1.0,3.0,31,0,1,8,4,0,4,7,2,147320,0.0,12,10.0,9,1,7,3,3,0
1169,4.0,3.0,3.0,26,2,1,11,4,1,2,3,2,92780,0.0,20,5.0,4,0,0,3,4,0
1170,3.0,4.0,3.0,36,1,1,5,1,1,1,7,1,13590,4.0,12,17.0,5,0,3,3,3,0
1171,4.0,1.0,3.0,39,2,1,2,1,0,1,6,1,47790,4.0,14,9.0,7,1,7,3,3,0
1172,2.0,2.0,3.0,27,2,1,8,2,1,1,2,1,164220,1.0,20,6.0,6,0,3,3,4,0
1173,4.0,2.0,2.0,49,1,1,6,1,1,3,0,1,29960,2.0,18,17.0,9,0,8,2,3,0
1174,2.0,3.0,4.0,34,2,2,4,3,0,1,7,1,12610,2.0,14,6.0,4,1,2,3,3,0
1175,2.0,4.0,1.0,41,2,1,7,2,0,1,6,2,20990,8.0,12,8.0,6,0,5,3,3,1
1176,3.0,2.0,3.0,49,1,2,1,4,0,2,4,1,58100,1.0,21,10.0,10,1,7,3,4,0
1177,4.0,3.0,3.0,37,2,1,2,3,1,1,7,2,56470,6.0,19,7.0,0,0,0,3,3,1
1178,4.0,3.0,3.0,33,1,1,10,2,1,2,6,1,34200,1.0,14,8.0,8,3,0,3,3,0
1179,1.0,2.0,3.0,27,2,2,5,4,0,4,4,1,44000,9.0,17,6.0,2,2,2,2,3,0
1180,4.0,4.0,2.0,32,1,1,9,2,0,2,6,2,35000,0.0,16,8.0,7,3,6,2,3,0
1181,3.0,1.0,2.0,59,2,2,2,2,0,5,8,1,20660,4.0,12,12.0,1,0,0,3,3,0
1182,4.0,3.0,3.0,30,2,1,11,4,1,2,2,0,171690,1.0,17,1.0,1,0,0,3,3,0
1183,4.0,3.0,3.0,38,1,2,18,4,1,2,0,2,41620,0.0,15,10.0,9,1,8,3,3,0
1184,3.0,3.0,2.0,36,2,1,7,3,1,1,7,1,92040,6.0,23,17.0,7,7,7,3,4,0
1185,1.0,2.0,3.0,35,2,0,3,4,1,2,3,1,32940,0.0,11,6.0,5,0,3,3,3,0
1186,4.0,3.0,3.0,29,2,2,29,4,1,2,2,2,21270,0.0,11,10.0,9,0,8,2,3,0
1187,2.0,4.0,3.0,34,2,1,28,3,1,1,2,0,107930,0.0,11,3.0,2,1,2,2,3,0
1188,3.0,3.0,3.0,28,2,1,1,4,1,5,5,2,100960,5.0,13,6.0,4,0,3,3,3,1
1189,2.0,1.0,3.0,29,2,1,16,2,0,4,2,0,36460,1.0,14,10.0,10,8,8,4,3,0
1190,1.0,2.0,2.0,32,2,0,22,3,0,2,5,0,74460,0.0,19,7.0,6,0,5,3,3,0
1191,4.0,4.0,2.0,22,0,1,8,3,0,3,7,0,108510,1.0,16,1.0,1,0,0,4,3,0
1192,1.0,4.0,3.0,53,2,1,11,3,1,2,3,1,21090,2.0,13,31.0,25,3,7,3,3,0
1193,4.0,4.0,3.0,38,2,1,29,3,0,1,4,2,37220,5.0,14,6.0,3,1,2,3,3,0
1194,1.0,3.0,2.0,24,0,1,1,5,1,3,6,0,93800,0.0,16,5.0,4,1,3,2,3,0
1195,3.0,1.0,3.0,36,2,1,1,3,1,1,5,2,54860,7.0,12,10.0,5,0,3,3,3,1
1196,1.0,2.0,3.0,34,2,2,24,3,1,4,6,2,27420,0.0,11,13.0,12,2,11,3,3,0
1197,3.0,4.0,3.0,21,2,2,2,3,1,2,4,2,137570,1.0,12,0.0,0,0,0,3,3,0
1198,2.0,1.0,3.0,34,2,2,15,2,0,2,6,2,84630,2.0,13,8.0,4,1,3,1,3,1
1199,3.0,3.0,2.0,53,2,2,2,1,1,5,1,0,31620,4.0,15,26.0,14,4,8,3,3,0
1200,2.0,1.0,3.0,32,1,1,10,3,0,2,4,2,165980,1.0,13,10.0,10,6,7,3,3,1
1201,3.0,2.0,3.0,42,2,1,10,3,1,2,2,1,66510,0.0,20,10.0,9,4,2,2,4,0
1202,1.0,4.0,3.0,44,2,1,3,1,0,1,4,1,23450,3.0,15,24.0,22,5,17,3,3,0
1203,2.0,1.0,2.0,46,2,2,2,3,0,1,6,2,34200,3.0,13,22.0,2,2,1,1,3,0
1204,3.0,4.0,3.0,33,2,2,3,3,1,1,4,2,43730,4.0,14,7.0,1,0,0,3,3,0
1205,4.0,4.0,4.0,44,2,0,26,3,1,5,0,1,47590,2.0,21,9.0,4,1,3,3,4,0
1206,4.0,3.0,3.0,30,2,1,1,4,0,1,6,2,53010,1.0,16,10.0,10,1,8,3,3,0
1207,4.0,4.0,4.0,39,2,0,1,4,1,1,7,1,36730,3.0,14,19.0,1,0,0,3,3,1
1208,2.0,4.0,2.0,24,2,0,2,5,1,3,7,1,47680,2.0,11,6.0,2,2,0,2,3,1
1209,4.0,3.0,2.0,43,2,2,9,5,0,1,5,0,12740,1.0,19,6.0,5,1,4,2,3,0
1210,1.0,3.0,3.0,50,2,1,12,4,1,1,5,1,49000,1.0,11,3.0,3,0,2,2,3,1
1211,4.0,4.0,3.0,35,2,2,2,4,1,3,4,1,104660,1.0,13,2.0,2,2,2,3,3,0
1212,2.0,1.0,4.0,36,2,1,25,1,0,4,7,1,170070,9.0,12,6.0,1,0,0,2,3,0
1213,3.0,1.0,3.0,33,1,2,9,2,1,4,1,1,29090,2.0,11,10.0,5,1,3,2,3,0
1214,3.0,4.0,3.0,35,2,1,10,1,1,1,6,0,57650,1.0,14,1.0,1,0,0,3,3,0
1215,4.0,1.0,3.0,27,2,2,8,2,0,3,6,0,45990,1.0,15,1.0,1,0,0,2,3,0
1216,1.0,3.0,2.0,26,2,2,4,3,1,2,3,2,24040,1.0,12,1.0,1,0,1,3,3,1
1217,4.0,3.0,3.0,27,1,2,24,3,1,4,0,2,31720,1.0,20,9.0,9,1,7,3,4,0
1218,3.0,4.0,3.0,30,1,1,1,4,1,1,6,2,20330,1.0,14,12.0,12,3,7,1,3,0
1219,2.0,3.0,3.0,41,2,2,20,4,1,2,7,1,102090,1.0,13,23.0,22,15,8,3,3,1
1220,2.0,3.0,3.0,34,0,1,7,2,0,1,6,2,86200,0.0,13,10.0,9,8,7,2,3,0
1221,2.0,2.0,3.0,37,2,1,17,3,0,3,7,1,20640,4.0,16,8.0,1,0,0,2,3,0
1222,4.0,4.0,3.0,35,2,1,8,4,0,3,6,1,38380,1.0,16,1.0,1,0,1,3,3,0
1223,1.0,3.0,3.0,48,2,1,2,4,0,1,7,2,45910,9.0,16,23.0,1,0,0,1,3,1
1224,3.0,3.0,2.0,28,2,1,10,1,1,1,7,2,25610,1.0,22,2.0,2,2,2,3,4,1
1225,2.0,1.0,2.0,44,2,1,1,1,0,3,6,0,15630,5.0,12,9.0,4,1,3,3,3,0
1226,3.0,1.0,3.0,35,0,1,5,4,0,3,4,1,48980,2.0,15,10.0,4,2,3,3,3,0
1227,3.0,4.0,2.0,26,2,1,4,4,0,3,7,1,47890,7.0,20,5.0,2,0,0,3,4,0
1228,1.0,4.0,3.0,33,1,2,29,4,0,1,1,2,31800,1.0,14,15.0,15,8,12,3,3,0
1229,2.0,1.0,2.0,35,1,1,15,3,1,3,4,1,65490,1.0,20,9.0,9,1,8,3,4,0
1230,3.0,1.0,3.0,35,2,0,3,2,0,1,2,1,63880,3.0,13,4.0,2,2,2,2,3,0
1231,4.0,4.0,2.0,31,2,2,10,2,0,2,6,0,112440,3.0,12,10.0,7,1,7,3,3,0
1232,1.0,3.0,4.0,37,2,2,4,3,1,4,1,0,160320,1.0,13,7.0,7,0,7,3,3,0
1233,1.0,4.0,3.0,32,2,1,21,3,1,2,7,1,23620,1.0,11,9.0,9,7,8,3,3,0
1234,4.0,4.0,3.0,38,1,1,25,3,1,2,4,2,163280,1.0,17,10.0,10,9,9,3,3,0
1235,2.0,3.0,2.0,50,2,2,2,4,0,4,6,0,83760,5.0,14,29.0,27,13,8,3,3,0
1236,1.0,1.0,2.0,59,2,1,1,3,1,1,2,2,166060,7.0,11,28.0,21,7,9,3,3,0
1237,3.0,3.0,3.0,36,2,2,1,2,0,2,7,0,86060,1.0,14,17.0,17,12,8,3,3,0
1238,4.0,3.0,3.0,55,2,1,7,3,1,3,6,0,22720,2.0,17,21.0,5,0,2,3,3,0
1239,2.0,2.0,3.0,36,1,1,3,3,0,2,2,2,20180,1.0,13,6.0,6,0,3,3,3,0
1240,2.0,1.0,3.0,45,2,1,1,2,0,1,7,0,70830,2.0,12,25.0,1,0,0,3,3,0
1241,2.0,1.0,2.0,35,1,0,9,3,0,2,8,1,40840,4.0,13,5.0,3,1,2,3,3,0
1242,4.0,3.0,2.0,36,2,2,7,2,1,4,2,1,144110,0.0,18,2.0,1,0,0,4,3,1
1243,1.0,3.0,2.0,59,1,1,10,4,1,3,6,2,23080,7.0,19,20.0,4,1,3,2,3,0
1244,3.0,2.0,3.0,29,2,1,28,4,0,1,8,1,48410,0.0,11,6.0,5,0,4,3,3,0
1245,3.0,2.0,3.0,31,2,1,3,2,0,3,7,2,42850,1.0,21,1.0,1,1,0,1,4,0
1246,2.0,2.0,3.0,32,2,2,3,4,1,2,4,1,97150,1.0,15,10.0,10,0,9,2,3,0
1247,2.0,4.0,3.0,36,2,1,2,3,1,2,8,1,43200,3.0,17,5.0,1,0,0,3,3,0
1248,3.0,4.0,3.0,31,2,1,27,3,0,2,5,2,21320,1.0,18,11.0,11,1,8,3,3,0
1249,3.0,1.0,3.0,35,2,1,2,4,1,2,0,2,101240,0.0,14,16.0,15,2,8,4,3,0
1250,4.0,1.0,4.0,45,2,0,14,3,0,1,7,1,54730,4.0,13,17.0,0,0,0,1,3,0
1251,1.0,3.0,4.0,37,2,1,1,3,0,3,7,2,52070,4.0,17,16.0,5,0,2,3,3,0
1252,2.0,2.0,3.0,46,2,1,9,3,1,3,3,0,164370,8.0,15,16.0,4,0,2,3,3,0
1253,4.0,4.0,2.0,30,2,2,18,3,1,4,1,1,22960,1.0,18,10.0,10,3,0,3,3,0
1254,2.0,3.0,3.0,35,2,1,20,4,0,3,1,2,40690,1.0,13,6.0,6,0,4,3,3,0
1255,1.0,4.0,3.0,55,2,1,2,3,0,2,2,1,74410,3.0,12,24.0,1,1,0,3,3,0
1256,2.0,4.0,3.0,38,0,2,11,1,1,2,2,0,24300,7.0,13,17.0,13,1,9,4,3,0
1257,1.0,2.0,3.0,34,2,1,8,2,1,1,6,1,58780,1.0,14,5.0,5,1,3,3,3,0
1258,4.0,4.0,2.0,56,2,0,2,1,1,2,7,2,26440,4.0,11,37.0,6,0,2,3,3,0
1259,3.0,1.0,3.0,23,2,1,10,3,1,2,2,0,64390,3.0,22,3.0,0,0,0,3,4,0
1260,4.0,4.0,3.0,51,2,1,29,4,0,5,4,1,24510,3.0,17,10.0,4,0,3,2,3,0
1261,3.0,4.0,3.0,30,2,2,8,2,1,1,8,1,63920,1.0,21,11.0,11,10,8,4,4,0
1262,3.0,4.0,3.0,46,2,2,1,2,0,2,6,2,97140,1.0,22,9.0,9,4,7,3,4,1
1263,3.0,2.0,2.0,40,1,1,6,3,1,1,0,1,60770,1.0,16,22.0,22,11,11,2,3,0
1264,3.0,4.0,1.0,51,2,1,8,4,0,5,8,2,24500,0.0,12,11.0,10,1,0,3,3,0
1265,3.0,2.0,2.0,30,2,1,9,3,1,1,4,0,92500,1.0,12,11.0,11,2,7,3,3,0
1266,3.0,1.0,2.0,46,1,1,12,1,1,1,2,1,20740,2.0,15,21.0,10,9,5,3,3,0
1267,2.0,3.0,3.0,32,2,2,15,3,1,1,6,2,101690,1.0,14,12.0,11,5,7,2,3,0
1268,1.0,3.0,1.0,54,2,1,25,1,0,1,2,1,48550,9.0,25,16.0,4,0,3,2,4,0
1269,1.0,3.0,2.0,24,2,2,6,2,1,2,6,1,40870,0.0,20,4.0,3,0,2,3,4,0
1270,2.0,3.0,4.0,28,0,2,9,4,1,2,2,1,23670,1.0,13,5.0,5,0,4,2,3,0
1271,4.0,3.0,2.0,58,2,1,8,4,1,2,7,2,29720,0.0,14,38.0,37,1,8,4,3,0
1272,2.0,2.0,4.0,44,0,1,23,2,0,1,6,1,195860,4.0,16,17.0,3,1,2,2,3,0
1273,4.0,1.0,3.0,32,2,0,12,2,0,1,8,2,20610,1.0,15,1.0,1,0,0,2,3,0
1274,4.0,4.0,3.0,20,1,2,4,4,0,2,0,2,99240,1.0,22,1.0,1,1,0,3,4,1
1275,1.0,3.0,3.0,34,2,1,1,4,1,4,2,2,41980,1.0,22,16.0,16,2,10,2,4,0
1276,3.0,4.0,4.0,37,0,2,24,2,1,1,6,0,68150,5.0,20,17.0,1,0,0,3,4,0
1277,3.0,4.0,3.0,59,0,1,12,2,1,2,7,1,47230,9.0,14,30.0,3,2,2,3,3,0
1278,1.0,2.0,2.0,50,1,1,3,4,1,4,6,1,61420,3.0,13,28.0,8,0,7,2,3,0
1279,3.0,3.0,3.0,25,2,2,10,1,1,2,5,2,82370,1.0,13,6.0,6,0,3,2,3,1
1280,4.0,4.0,3.0,25,2,1,26,3,1,1,2,1,88530,1.0,22,2.0,2,2,1,3,4,0
1281,2.0,4.0,3.0,22,2,1,2,1,1,1,8,2,193310,1.0,12,1.0,0,0,0,3,3,0
1282,1.0,1.0,2.0,51,1,1,1,3,0,1,7,2,20730,3.0,14,23.0,13,12,8,3,3,0
1283,4.0,4.0,3.0,54,0,1,9,3,1,1,2,2,196130,2.0,17,23.0,5,4,4,3,3,0
1284,2.0,3.0,3.0,24,2,1,2,1,1,2,2,1,34070,0.0,13,6.0,5,1,2,3,3,0
1285,3.0,2.0,3.0,34,2,2,4,3,0,2,8,0,50630,6.0,12,12.0,1,0,0,3,3,0
1286,3.0,4.0,3.0,37,2,2,6,1,1,1,2,2,46390,2.0,12,12.0,5,1,3,3,3,0
1287,3.0,1.0,3.0,34,2,2,9,2,1,2,0,2,48760,2.0,21,14.0,11,5,8,3,4,0
1288,2.0,4.0,3.0,36,1,0,7,3,1,1,6,1,26900,0.0,11,10.0,9,2,8,3,3,0
1289,1.0,4.0,3.0,36,2,1,1,3,0,2,4,0,175670,5.0,13,7.0,1,0,0,3,3,0
1290,3.0,4.0,4.0,43,1,1,3,4,1,1,7,1,24080,1.0,12,25.0,25,4,12,3,3,0
1291,1.0,3.0,2.0,30,1,1,10,3,0,3,0,0,28140,1.0,24,10.0,10,0,9,3,4,0
1292,3.0,2.0,4.0,33,0,2,7,3,1,2,7,1,112450,0.0,21,8.0,7,0,7,3,4,0
1293,2.0,2.0,3.0,56,2,1,15,3,1,2,2,1,33120,9.0,19,7.0,5,4,3,1,3,1
1294,1.0,3.0,3.0,51,2,1,3,2,0,2,8,2,190490,7.0,14,23.0,20,15,15,3,3,0
1295,2.0,3.0,2.0,31,2,1,2,4,0,3,7,1,21410,4.0,20,12.0,7,7,7,3,4,1
1296,3.0,2.0,2.0,26,2,2,17,3,0,2,3,1,57690,1.0,19,5.0,5,4,3,2,3,0
1297,4.0,4.0,2.0,58,2,2,2,2,0,1,6,1,43850,1.0,13,40.0,40,15,6,2,3,1
1298,4.0,3.0,2.0,19,2,1,5,2,1,1,3,2,53320,1.0,23,0.0,0,0,0,3,4,1
1299,3.0,4.0,3.0,22,2,2,29,4,1,1,7,1,46630,0.0,13,3.0,2,2,1,3,3,0
1300,3.0,1.0,2.0,49,2,1,2,3,0,1,7,1,47240,1.0,11,16.0,15,5,11,2,3,0
1301,2.0,3.0,3.0,43,1,2,2,2,1,1,7,2,32110,4.0,13,18.0,3,1,2,4,3,0
1302,3.0,4.0,3.0,50,1,1,19,4,1,2,7,2,53770,4.0,14,16.0,2,2,1,4,3,0
1303,2.0,3.0,3.0,31,2,1,15,1,0,2,7,1,40660,3.0,22,4.0,2,2,2,2,4,1
1304,3.0,3.0,3.0,41,2,1,17,2,1,1,4,0,52080,3.0,11,12.0,9,0,7,1,3,0
1305,3.0,3.0,3.0,26,2,1,17,4,1,2,7,1,48770,1.0,13,8.0,8,5,7,4,3,0
1306,2.0,2.0,3.0,36,2,0,25,1,1,2,6,0,31170,6.0,21,7.0,3,0,1,4,4,0
1307,1.0,4.0,3.0,51,1,1,6,3,0,1,3,2,15690,2.0,11,18.0,4,0,3,4,3,1
1308,4.0,3.0,4.0,39,2,1,7,3,0,1,6,1,196580,4.0,13,17.0,15,5,9,4,3,0
1309,1.0,3.0,3.0,25,2,2,29,1,0,3,6,1,30690,2.0,14,6.0,2,2,2,2,3,0
1310,3.0,4.0,1.0,30,2,1,21,1,1,2,2,1,104350,0.0,11,12.0,11,4,7,3,3,0
1311,1.0,1.0,4.0,32,2,1,2,4,0,2,5,2,41480,7.0,15,10.0,5,0,4,2,3,1
1312,3.0,4.0,2.0,45,2,1,2,1,0,2,0,2,57680,5.0,23,9.0,6,0,3,3,4,0
1313,4.0,3.0,3.0,38,2,1,7,4,0,2,5,2,50420,3.0,16,19.0,3,2,2,3,3,0
1314,1.0,3.0,2.0,30,2,2,13,3,0,2,2,2,57700,1.0,16,5.0,5,0,4,4,3,0
1315,4.0,4.0,4.0,32,1,2,2,3,1,3,2,0,77560,0.0,21,9.0,8,0,7,3,4,0
1316,4.0,1.0,3.0,30,2,1,1,3,0,3,7,0,103060,5.0,13,8.0,3,2,2,3,3,0
1317,2.0,4.0,3.0,30,2,2,9,3,1,2,6,2,39360,0.0,11,6.0,5,1,2,3,3,0
1318,4.0,1.0,2.0,41,1,2,10,2,0,3,4,0,79450,4.0,12,21.0,7,7,7,2,3,0
1319,3.0,1.0,3.0,41,2,1,10,4,1,4,6,1,57430,2.0,12,7.0,5,1,4,4,3,0
1320,2.0,2.0,3.0,19,2,1,1,3,0,5,4,2,152020,1.0,18,1.0,1,0,0,2,3,0
1321,2.0,2.0,3.0,40,1,1,26,4,1,2,4,0,54400,1.0,12,20.0,20,2,13,3,3,0
1322,3.0,2.0,3.0,35,2,2,8,1,0,3,2,1,37600,1.0,14,10.0,10,0,6,3,3,0
1323,2.0,3.0,1.0,53,2,2,14,2,0,5,4,1,35170,2.0,12,13.0,7,4,5,2,3,0
1324,2.0,2.0,1.0,45,2,2,1,4,1,1,6,0,25800,8.0,17,20.0,17,0,15,3,3,0
1325,2.0,4.0,3.0,32,1,2,2,2,0,1,4,2,21660,1.0,19,9.0,9,3,7,1,3,0
1326,4.0,3.0,3.0,29,0,1,10,4,1,3,0,1,58690,1.0,11,10.0,10,0,9,4,3,0
1327,2.0,3.0,3.0,51,2,1,1,3,0,3,5,1,80080,2.0,15,10.0,1,0,0,3,3,0
